rating,id,imdbid,year,title_x,Normalized_Title,Wiki_ID,Movie_ID,title_y,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,releaseYear
0,9649,0309396,1894,Bucking Broncho,buckingbroncho,9623703,/m/02pm68d,Bucking Broncho,1894,,1.0,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1894
0,9650,0309402,1894,Buffalo Dance,buffalodance,14601731,/m/03d963m,Buffalo Dance,1894,,0.266666666667,['Silent film'],['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Short Film', 'Western', 'Documentary']",1894
0,9654,0177707,1894,Dickson Experimental Sound Film,dicksonexperimentalsoundfilm,786716,/m/03c6bq,Dickson Experimental Sound Film,1894,,0.0,['English Language'],['United States of America'],['Short Film'],1894
0,9655,0000006,1894,Chinese Opium Den,chineseopiumden,10094757,/m/02q1md8,Chinese Opium Den,1894-10-01,,1.0,['English Language'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1894
0,9656,0000007,1894,Corbett and Courtney Before the Kinetograph,corbettandcourtneybeforethekinetograph,10104497,/m/02q1zd3,Corbett and Courtney Before the Kinetograph,1894-11-17,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1894
0,9671,0277115,1894,"Luis Martinetti, Contortionist","luismartinetti,contortionist",23135267,/m/064jyd2,"Luis Martinetti, Contortionist",1894,,,[],['United States of America'],['Short Film'],1894
0,9779,0000009,1894,Miss Jerry,missjerry,10109752,/m/02q23xk,Miss Jerry,1894-10-09,,,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1894
1,9679,0000011,1895,Akrobatisches Potpourri,akrobatischespotpourri,10126013,/m/02q2mv5,Akrobatisches Potpourri,1895-11-01,,0.1,['Silent film'],['Germany'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Documentary']",1895
0,9787,0000016,1895,Barque sortant du port,barquesortantduport,10331203,/m/02q8qbg,Barque sortant du port,1895,,0.766666666667,['Silent film'],['France'],"['Short Film', 'Silent film', 'Indie', 'Documentary']",1895
3,5914,0000230,1899,Cinderella,cinderella,26071595,/m/0b6jn8h,Cinderella,1899,,6.0,[],['France'],"['Short Film', 'Drama']",1899
0,1594,0291476,1900,Sherlock Holmes Baffled,sherlockholmesbaffled,9119737,/m/027ycdk,Sherlock Holmes Baffled,1900,,0.5,['Silent film'],['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1900
0,5069,0377995,1900,Grandma Threading Her Needle,grandmathreadingherneedle,20951689,/m/05b3l70,Grandma Threading Her Needle,1900,,1.0,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film']",1900
0,5072,0230746,1900,"Searching Ruins on Broadway, Galveston, for Dead Bodies","searchingruinsonbroadway,galveston,fordeadbodies",12142456,/m/02vr64n,"Searching Ruins on Broadway, Galveston, for Dead Bodies",1900,,,"['Silent film', 'English Language']",['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",1900
0,5438,0000313,1900,Let Me Dream Again,letmedreamagain,31885101,/m/0gvdf_9,Let Me Dream Again,1900,,1.26666666667,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film']",1900
0,5435,0000554,1906,Humorous Phases of Funny Faces,humorousphasesoffunnyfaces,1081565,/m/044csj,Humorous Phases of Funny Faces,1906-04-07,,3.0,[],['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Animation', 'Short Film', 'Comedy']",1906
2,2003,0002101,1912,Cleopatra,cleopatra,19236804,/m/04lghwf,Cleopatra,1912-11-13,,88.0,['English Language'],['United States of America'],"['History', 'Silent film', 'Drama']",1912
0,5915,0003424,1913,Suspense,suspense,17860504,/m/047f1cs,Suspense,1913-07-06,,10.0,"['Silent film', 'English Language']",['United States of America'],"['Short Film', 'Silent film', 'Drama', 'Black-and-white']",1913
2,4457,0003973,1914,A Florida Enchantment,afloridaenchantment,1498916,/m/05641f,A Florida Enchantment,1914,,63.0,['English Language'],['United States of America'],"['LGBT', 'Silent film', 'Indie', 'Black-and-white', 'Comedy']",1914
0,11370,0004134,1915,Hypocrites,hypocrites,33046736,/m/0h539ty,Hypocrites,1915-01,,49.0,[],[],['Silent film'],1915
3,7004,0007361,1916,Snow White,snowwhite,2826225,/m/08556y,Snow White,1916,,63.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Fantasy', 'Indie', 'Black-and-white']",1916
3,1993,0008499,1917,Rebecca of Sunnybrook Farm,rebeccaofsunnybrookfarm,3344145,/m/096wbj,Rebecca of Sunnybrook Farm,1917-09-22,,78.0,['English Language'],['United States of America'],"['Silent film', 'Indie', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy']",1917
0,2015,0008519,1917,A Romance of the Redwoods,aromanceoftheredwoods,14632340,/m/03grbll,A Romance of the Redwoods,1917,,70.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Indie', 'Black-and-white', 'Western', 'Drama', 'Romance Film']",1917
3,1996,0009682,1918,Tarzan of the Apes,tarzanoftheapes,4791224,/m/0cnh99,Tarzan of the Apes,1918,,73.0,['English Language'],['United States of America'],"['Silent film', 'Action', 'Indie', 'Black-and-white', 'Adventure']",1918
3,2007,0009652,1918,Stella Maris,stellamaris,18964723,/m/04jm3my,Stella Maris,1918-01-21,,84.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Comedy', 'Black-and-white']",1918
0,5441,0008844,1918,Are Crooks Dishonest?,arecrooksdishonest?,14318882,/m/03d0d11,Are Crooks Dishonest?,1918-06-23,,13.0,"['Silent film', 'English Language']",['United States of America'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white', 'Comedy']",1918
3,2018,0010879,1919,When the Clouds Roll by,whenthecloudsrollby,5565908,/m/0dsvtp,When the Clouds Roll by,1919-12-28,,50.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Black-and-white', 'Satire', 'Comedy']",1919
3,1991,0011588,1920,Pollyanna,pollyanna,16428005,/m/03y1872,Pollyanna,1920,,58.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Family Film']",1920
3,5948,0011870,1920,Within Our Gates,withinourgates,76638,/m/0k5m0,Within Our Gates,1920,,79.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Indie', 'Black-and-white', 'Early Black Cinema']",1920
3,1263,0012532,1921,Orphans of the Storm,orphansofthestorm,5925279,/m/0fdvpz,Orphans Of The Storm,1921,,150.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Indie', 'Black-and-white', 'Short Film', 'Period piece', 'Drama']",1921
1,5901,0013427,1922,Nanook of the North,nanookofthenorth,21174,/m/059p3,Nanook of the North,1922,,79.0,['English Language'],['United States of America'],"['History', 'Anthropology', 'Black-and-white', 'Documentary']",1922
3,5958,0013140,1922,Foolish Wives,foolishwives,15852561,/m/03nx42z,Foolish Wives,1922,,150.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Black-and-white']",1922
0,1961,0014429,1923,Safety Last!,safetylast!,76313,/m/0k42n,Safety Last!,1923-04-01,,73.0,['English Language'],['United States of America'],"['Thriller', 'Silent film', 'Indie', 'Black-and-white', 'Comedy', 'Romance Film', 'Slapstick', 'Family Film', 'Adventure']",1923
0,1967,0014611,1923,Why Worry?,whyworry?,5016035,/m/0czyp5,Why Worry?,1923-09-02,,63.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Adventure Comedy', 'Comedy', 'Slapstick']",1923
0,5949,0014341,1923,Our Hospitality,ourhospitality,2685258,/m/07xwyr,Our Hospitality,1923,,74.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Black-and-white', 'Adventure Comedy', 'Comedy', 'Drama']",1923
2,8947,0014624,1923,A Woman of Paris,awomanofparis,546663,/m/02nr5x,A Woman of Paris,1923-09-26,,111.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Indie', 'Black-and-white', 'Drama', 'Romantic drama', 'Romance Film']",1923
0,1960,0015498,1924,Wild Oranges,wildoranges,14193289,/m/03cxd9m,Wild Oranges,1924-01-20,,70.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Indie', 'Black-and-white', 'Adventure']",1924
0,2016,0014945,1924,Girl Shy,girlshy,3371111,/m/0983w1,Girl Shy,1924-04-19,1550000.0,80.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Chase Movie', 'Black-and-white', 'Comedy', 'Romance Film']",1924
3,2020,0015116,1924,Manhandled,manhandled,32176706,/m/0gxzpj7,Manhandled,1924-08-04,,,['Silent film'],[],['Silent film'],1924
3,8458,0015881,1924,Greed,greed,73930,/m/0jsjm,Greed,1924,274827.0,246.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Drama', 'Black-and-white']",1924
0,1308,0015648,1925,Battleship Potemkin,battleshippotemkin,77865,/m/0kcqg,Battleship Potemkin,1925,,70.0,"['Silent film', 'Russian Language']","['Soviet Union', 'Russia', 'Germany']","['Crime Fiction', 'Silent film', 'Indie', 'World cinema', 'History', 'Black-and-white', 'Propaganda film', 'War film', 'Drama', 'Political drama']",1925
0,1978,0015863,1925,Go West,gowest,9021073,/m/027tr_7,Go West,1925-11-01,,87.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Indie', 'Black-and-white', 'Western', 'Drama', 'Comedy']",1925
0,3077,0016332,1925,Seven Chances,sevenchances,5697483,/m/0d_prg,Seven Chances,1925,,80.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Comedy of Errors']",1925
1,1260,0016884,1926,Flesh and the Devil,fleshandthedevil,2676497,/m/07x6p0,Flesh and the Devil,1926-12-25,,112.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Indie', 'Black-and-white', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1926
1,5974,0015532,1926,Die Abenteuer des Prinzen Achmed,dieabenteuerdesprinzenachmed,4321732,/m/0bw_mz,Die Abenteuer des Prinzen Achmed,1926,,65.0,['German Language'],"['Weimar Republic', 'Germany']","['Silent film', 'Indie', 'World cinema', 'Stop motion', 'Silhouette animation', 'Animation', 'Fantasy', 'Drama']",1926
3,1227,0018033,1927,It,it,271588,/m/01nxbn,It,1927,,77.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Indie', 'Black-and-white', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1927
1,1267,0017136,1927,Metropolis,metropolis,49696,/m/0d6b7,Metropolis,1927-01-10,,95.0,"['Silent film', 'German Language']","['Weimar Republic', 'Germany']","['Thriller', 'Science Fiction', 'Indie', 'World cinema', 'Silent film', 'Black-and-white', 'Fantasy', 'Drama', 'Romance Film', 'Action', 'Dystopia', 'Adventure']",1927
2,1632,0018455,1927,Sunrise: A Song of Two Humans,sunrise:asongoftwohumans,61904,/m/0grk0,Sunrise: A Song of Two Humans,1927,,173.0,"['Silent film', 'English Language']",['United States of America'],"['Crime Fiction', 'Silent film', 'Indie', 'Black-and-white', 'Drama', 'Romantic drama', 'Romance Film']",1927
0,1982,0018199,1927,Nevada,nevada,23470411,/m/06w5_tg,Nevada,1927-08,,,[],['United States of America'],['Western'],1927
3,2010,0018183,1927,My Best Girl,mybestgirl,16426208,/m/03y0_t7,My Best Girl,1927,,79.0,"['Silent film', 'English Language']",['United States of America'],"['Romantic comedy', 'Silent film', 'Melodrama', 'Family Drama', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1927
1,3118,0018578,1927,Wings,wings,61046,/m/0gkm1,Wings,1927-08-12,,141.0,"['Silent film', 'English Language']",['United States of America'],"['Adventure', 'Ensemble Film', 'Silent film', 'Indie', 'Combat Films', 'Black-and-white', 'Action/Adventure', 'Drama', 'War film', 'Romantic drama', 'Romance Film', 'Action', 'Airplanes and airports']",1927
0,1963,0019412,1928,Speedy,speedy,1823165,/m/05zrz9,Speedy,1928-04-07,,86.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Comedy', 'Black-and-white', 'Indie']",1928
0,1977,0018684,1928,Beggars of Life,beggarsoflife,14305173,/m/03d0028,Beggars of Life,1928-09-22,,100.0,['English Language'],['United States of America'],"['Drama', 'Adventure', 'Black-and-white', 'Crime Drama']",1928
0,1980,0018937,1928,A Girl in Every Port,agirlineveryport,17435717,/m/04g294c,A Girl in Every Port,1928-02-26,,62.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Comedy', 'Black-and-white']",1928
2,2017,0019571,1928,While the City Sleeps,whilethecitysleeps,15453790,/m/03m9vps,While the City Sleeps,1928-09-15,,70.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Black-and-white']",1928
2,9314,0019237,1928,Our Dancing Daughters,ourdancingdaughters,2237290,/m/06y7_x,Our Dancing Daughters,1928-09-01,,85.0,"['Silent film', 'English Language']",['United States of America'],"['Silent film', 'Melodrama', 'Drama', 'Black-and-white']",1928
0,1313,0020530,1929,Un chien andalou,unchienandalou,161334,/m/015clp,Un chien andalou,1929-06-06,,16.0,"['French Language', 'Silent film']",['France'],"['Cult', 'Silent film', 'Art film', 'World cinema', 'Experimental film', 'Surrealism', 'Black-and-white', 'Short Film', 'Satire', 'Fantasy', 'Drama', 'Avant-garde', 'Indie']",1929
0,1962,0020572,1929,Welcome Danger,welcomedanger,32896528,/m/0bwvwc1,Welcome Danger,1929-10-12,,115.0,[],['United States of America'],"['Crime Comedy', 'Comedy']",1929
0,3897,0019760,1929,Man with a Movie Camera,manwithamoviecamera,185564,/m/019c8l,Man with a Movie Camera,1929,,80.0,['Silent film'],"['Soviet Union', 'Russia']","['Silent film', 'Indie', 'World cinema', 'Experimental film', 'Black-and-white', 'Drama', 'Documentary']",1929
2,5979,0019702,1929,Blackmail,blackmail,1237381,/m/04l1sb,Blackmail,1929,,84.0,['English Language'],"['England', 'United Kingdom']","['Crime Fiction', 'Thriller', 'Psychological thriller', 'Black-and-white', 'Drama', 'Goat gland']",1929
0,1316,0020629,1930,All Quiet on the Western Front,allquietonthewesternfront,4592959,/m/0cbl95,All Quiet on the Western Front,1930-04-21,,145.0,"['French Language', 'Latin Language', 'English Language', 'German Language']",['United States of America'],"['War film', 'Black-and-white', 'Drama', 'Film adaptation', 'Pre-Code', 'Action']",1930
3,1326,0020641,1930,Anna Christie,annachristie,8370506,/m/027122c,Anna Christie,1930-02-21,,89.0,['English Language'],['United States of America'],"['Pre-Code', 'Romance Film', 'Drama', 'Black-and-white', 'Romantic drama']",1930
3,3713,0021040,1930,Ladies of Leisure,ladiesofleisure,24469993,/m/07khv7l,Ladies of Leisure,1930,,99.0,[],['United States of America'],"['Romance Film', 'Drama']",1930
1,3865,0021156,1930,Morocco,morocco,74966,/m/0jz3_,Morocco,1930-11-14,,92.0,"['French Language', 'English Language', 'Spanish Language']",['United States of America'],"['LGBT', 'Romance Film', 'Drama']",1930
3,3927,0021148,1930,Min and Bill,minandbill,177741,/m/0183x1,Min and Bill,1930,2000000.0,66.0,['English Language'],['United States of America'],"['Melodrama', 'Drama', 'Black-and-white']",1930
3,7291,0021165,1930,Murder!,murder!,1623263,/m/05hh4b,Murder!,1930-07-31,,95.0,['English Language'],['United Kingdom'],"['Thriller', 'Mystery', 'Black-and-white', 'Crime Thriller']",1930
3,8463,0020640,1930,Animal Crackers,animalcrackers,45224,/m/0c9dt,Animal Crackers,1930-08-28,,97.0,['English Language'],['United States of America'],"['Absurdism', 'Screwball comedy', 'Black-and-white', 'Musical', 'Pre-Code', 'Comedy']",1930
3,610,0022100,1931,M,m,66322,/m/0hjsp,M,1931-05-11,,125.0,['German Language'],"['Weimar Republic', 'Germany']","['Thriller', 'Crime Fiction', 'Art film', 'World cinema', 'Psychological thriller', 'Black-and-white', 'Drama', 'Crime Thriller', 'Film noir']",1931
3,636,0022208,1931,Night Nurse,nightnurse,9545952,/m/02pjj98,Night Nurse,1931-07-16,,72.0,['English Language'],['United States of America'],"['Crime Fiction', 'Gangster Film', 'Black-and-white', 'Mystery', 'Pre-Code', 'Drama']",1931
1,1317,0021884,1931,Frankenstein,frankenstein,73488,/m/0jqzt,Frankenstein,1931,12000000.0,65.0,['English Language'],['United States of America'],"['Science Fiction', 'Horror', 'Black-and-white', 'Monster']",1931
3,1327,0020642,1931,Anna Christie,annachristie,8371008,/m/02712tf,Anna Christie,1931-01-05,,85.0,['German Language'],"['United States of America', 'Germany']","['Drama', 'Black-and-white']",1931
3,1333,0023196,1931,Mata Hari,matahari,6538127,/m/0g9g9x,Mata Hari,1931-12-26,,89.0,['English Language'],['United States of America'],"['Thriller', 'Black-and-white', 'Drama', 'Pre-Code', 'Romance Film', 'Spy']",1931
3,1828,0022000,1931,Indiscreet,indiscreet,14288728,/m/03c_hbs,Indiscreet,1931,,75.0,[],['United States of America'],"['Romance Film', 'Musical', 'Drama', 'Comedy', 'Black-and-white']",1931
0,1974,0022251,1931,Pardon Us,pardonus,3177256,/m/08xb1_,Pardon Us,1931-08-15,,56.0,['English Language'],['United States of America'],"['Satire', 'Comedy', 'Black-and-white']",1931
2,1985,0021814,1931,Dracula,dracula,8692493,/m/027f5h_,Dracula,1931,,104.0,['Spanish Language'],['United States of America'],"['Horror', 'Black-and-white']",1931
2,1985,0021814,1931,Dracula,dracula,1046559,/m/04193s,Dracula,1931-02-12,,75.0,"['Latin Language', 'English Language', 'Hungarian language']",['United States of America'],"['Pre-Code', 'Horror', 'Fantasy', 'Black-and-white']",1931
3,8213,0021815,1931,Dracula,dracula,8692493,/m/027f5h_,Dracula,1931,,104.0,['Spanish Language'],['United States of America'],"['Horror', 'Black-and-white']",1931
3,8213,0021815,1931,Dracula,dracula,1046559,/m/04193s,Dracula,1931-02-12,,75.0,"['Latin Language', 'English Language', 'Hungarian language']",['United States of America'],"['Pre-Code', 'Horror', 'Fantasy', 'Black-and-white']",1931
1,2384,0022158,1931,Monkey Business,monkeybusiness,1230304,/m/04kfh9,Monkey Business,1931-09-19,,79.0,['English Language'],['United States of America'],"['Screwball comedy', 'Comedy', 'Black-and-white']",1931
3,2705,0021749,1931,City Lights,citylights,73401,/m/0jq9t,City Lights,1931,5019181.0,87.0,['English Language'],['United States of America'],"['Romantic comedy', 'Silent film', 'Black-and-white', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1931
3,6030,0021739,1931,La Chienne,lachienne,2742956,/m/080bfc,La Chienne,1931,,91.0,['French Language'],['France'],"['Drama', 'Black-and-white']",1931
1,6043,0021079,1931,Little Caesar,littlecaesar,15272880,/m/0jyqp,Little Caesar,1931-01-09,,80.0,['English Language'],['United States of America'],"['Crime Fiction', 'Gangster Film', 'Crime Drama', 'Black-and-white', 'Mystery', 'Pre-Code', 'Drama']",1931
3,8467,0021746,1931,Cimarron,cimarron,2410609,/m/07b506,Cimarron,1931-02-09,1383000.0,123.0,['English Language'],['United States of America'],"['Action/Adventure', 'Western', 'Drama', 'Black-and-white', 'Film adaptation']",1931
3,9095,0022397,1931,Skippy,skippy,61052,/m/0gkpk,Skippy,1931,,85.0,['English Language'],['United States of America'],"['Family Film', 'Drama', 'Comedy', 'Black-and-white']",1931
1,1318,0023042,1932,I Am a Fugitive from a Chain Gang,iamafugitivefromachaingang,61070,/m/0gkwj,I Am a Fugitive from a Chain Gang,1932,,93.0,['English Language'],['United States of America'],"['Crime Fiction', 'Black-and-white', 'Drama', 'Pre-Code', 'Prison', 'Film noir']",1932
3,1328,0022958,1932,Grand Hotel,grandhotel,44752,/m/0c5wn,Grand Hotel,1932-04-12,2250000.0,112.0,['English Language'],['United States of America'],"['Crime Fiction', 'Ensemble Film', 'Melodrama', 'Black-and-white', 'Pre-Code', 'Drama', 'Romantic drama']",1932
1,2383,0023027,1932,Horse Feathers,horsefeathers,1014242,/m/03z9gq,Horse Feathers,1932,,67.0,['English Language'],['United States of America'],"['Parody', 'Absurdism', 'Screwball comedy', 'Black-and-white', 'Sports', 'Satire', 'Pre-Code', 'Comedy', 'Romance Film', 'Slapstick']",1932
0,2550,0023694,1932,White Zombie,whitezombie,1610321,/m/05ggnq,White Zombie,1932-08-04,,67.0,['English Language'],['United States of America'],"['Zombie Film', 'Horror', 'Indie', 'Black-and-white', 'Creature Film']",1932
1,2767,0022718,1932,Boudu Saved from Drowning,boudusavedfromdrowning,2639712,/m/07tljr,Boudu Saved from Drowning,1932,,84.0,['French Language'],['France'],"['World cinema', 'Satire', 'Comedy', 'Black-and-white', 'Comedy of manners']",1932
2,3659,0022913,1932,Freaks,freaks,73494,/m/0jq_n,Freaks,1932,,90.0,"['French Language', 'German Language', 'English Language']",['United States of America'],"['Thriller', 'Horror', 'Psychological thriller', 'Black-and-white', 'Cult', 'Drama', 'Roadshow/Carny', 'Pre-Code']",1932
1,3844,0024188,1932,Island of Lost Souls,islandoflostsouls,5480364,/m/0dnql6,Island of Lost Souls,1932-12,,71.0,['English Language'],['United States of America'],"['Horror', 'Science Fiction', 'Pre-Code', 'Black-and-white']",1932
3,5742,0023213,1932,Merrily We Go to Hell,merrilywegotohell,29163959,/m/0dlkxnn,Merrily We Go to Hell,1932,,88.0,[],['United States of America'],['Pre-Code'],1932
3,5910,0023649,1932,Vampyr,vampyr,859655,/m/03j088,Vampyr,1932-05-06,,73.0,['German Language'],"['France', 'Weimar Republic', 'Denmark', 'Germany']","['Drama', 'Gothic Film', 'Horror', 'World cinema', 'Black-and-white']",1932
3,5929,0023458,1932,Shanghai Express,shanghaiexpress,61061,/m/0gksr,Shanghai Express,1932,,80.0,"['French Language', 'German Language', 'English Language', 'Cantonese']",['United States of America'],"['Thriller', 'Pre-Code', 'Drama', 'Black-and-white']",1932
3,6051,0023590,1932,Three on a Match,threeonamatch,2779486,/m/0825kw,Three on a Match,1932,,63.0,['English Language'],['United States of America'],"['Pre-Code', 'Black-and-white']",1932
2,6052,0023158,1932,Love Me Tonight,lovemetonight,74913,/m/0jyvb,Love Me Tonight,1932-08-17,,89.0,['English Language'],['United States of America'],"['Romantic comedy', 'Operetta', 'Black-and-white', 'Musical', 'Pre-Code', 'Comedy', 'Romance Film']",1932
1,6063,0023427,1932,Scarface,scarface,76331,/m/0k44g,Scarface,1932,,94.0,"['Italian Language', 'English Language']",['United States of America'],"['Crime Fiction', 'Gangster Film', 'Black-and-white', 'Drama', 'Pre-Code', 'Film noir']",1932
3,6092,0023385,1932,Red-Headed Woman,red-headedwoman,1141361,/m/049x6c,Red-Headed Woman,1932-06-25,,79.0,"['French Language', 'English Language']",['United States of America'],"['Romantic comedy', 'Pre-Code', 'Black-and-white']",1932
3,6852,0023582,1932,Thirteen Women,thirteenwomen,1064260,/m/042vqp,Thirteen Women,1932-09-16,,73.0,['English Language'],['United States of America'],"['Thriller', 'Mystery', 'Drama', 'Slasher', 'Black-and-white']",1932
3,802,0024028,1933,Footlight Parade,footlightparade,73473,/m/0jqyf,Footlight Parade,1933,,104.0,['English Language'],['United States of America'],"['Musical', 'Pre-Code', 'Dance', 'Black-and-white', 'Musical comedy']",1933
3,1330,0024481,1933,Queen Christina,queenchristina,2513887,/m/07k3y6,Queen Christina,1933-12-26,2887285.0,99.0,"['English Language', 'Spanish Language']",['United States of America'],"['Biographical film', 'Drama', 'Historical drama']",1933
0,2229,0024216,1933,King Kong,kingkong,16782,/m/048rn,King Kong,1933,1856000.0,100.0,['English Language'],['United States of America'],"['Monster movie', 'Horror', 'Adventure', 'Stop motion', 'Black-and-white', 'Animation', 'Action/Adventure', 'Pre-Code', 'Disaster', 'Action', 'Airplanes and airports']",1933
3,2231,0024264,1933,Little Women,littlewomen,2175661,/m/06sjhv,Little Women,1933-11-24,2000000.0,115.0,"['English Language', 'German Language']",['United States of America'],"['Costume drama', 'Family Drama', 'Black-and-white', 'Drama', 'Film adaptation', 'Family Film', 'Romance Film']",1933
3,3188,0023753,1933,Alice in Wonderland,aliceinwonderland,62180,/m/0gtkg,Alice in Wonderland,1933-12-22,,76.0,['English Language'],['United States of America'],"['Fantasy', 'Black-and-white']",1933
3,4335,0024034,1933,42nd Street,42ndstreet,840058,/m/03fzcv,42nd Street,1933,2250000.0,89.0,['English Language'],['United States of America'],"['Backstage Musical', 'Musical', 'Pre-Code', 'Black-and-white', 'Musical comedy']",1933
1,5185,0023969,1933,Duck Soup,ducksoup,73440,/m/0jqmq,Duck Soup,1933,,68.0,['English Language'],['United States of America'],"['Black-and-white', 'Musical', 'Satire', 'Pre-Code', 'Comedy', 'Political cinema']",1933
3,5752,0024679,1933,Tomorrow at Seven,tomorrowatseven,26262913,/m/0b75nnf,Tomorrow at Seven,1933,,62.0,[],['United States of America'],"['Thriller', 'Mystery', 'Crime Thriller']",1933
3,5916,0024069,1933,Gold Diggers of 1933,golddiggersof1933,2810604,/m/0845l5,Gold Diggers of 1933,1933,,96.0,['English Language'],['United States of America'],"['Musical', 'Pre-Code', 'Comedy of Errors', 'Black-and-white', 'Musical comedy']",1933
