Unnamed: 0,Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,BoxOfficeStandardize,budget,Net_revenue,rating,BoxOfficeRank,RatingRank,SuccessMetric
3932,709318,/m/034qbx,The Stepford Wives,2004-06-06,102001626.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy""}",2004,0.036657766134737,90000000.0,12001626.0,5.400401651704554,0.47809206877426513,0.19042167525281434,0.3342568720135397
3956,320502,/m/01vg4x,Panic,2000-12-01,779137.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",2000,0.0002764427372848,1000000.0,-220863.0,6.713198287563955,0.2773155851358846,0.6674298797939324,0.4723727324649085
3959,2469444,/m/07g7lb,The Old Mill,1937,,9.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",1937,,50663.0,,7.75,,0.9559244419004007,
3964,320500,/m/01vg4k,Tadpole,2002-08-02,3200241.0,77.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/0219x_"": ""Indie"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",2002,0.0011466344157651,150000.0,3050241.0,5.85,0.36411536328341654,0.3081473001335623,0.3361313317084894
3974,9822793,/m/02pt7wb,Death Wish,1974-07-24,22000000.0,93.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1974,0.0079036319835009,3000000.0,19000000.0,6.95,0.5346644481419855,0.7516695287158939,0.6431669884289397
3978,282964,/m/01pr90,The Killing,1956,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01jfsb"": ""Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/07s9rl0"": ""Drama"", ""/m/02xh1"": ""Film noir""}",1956,,320000.0,,7.800000000000001,,0.9665140240412136,
4000,26007295,/m/0b6cyfc,Dead Man's Hand,2007-07,,80.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",2007,,200000.0,,4.15,,0.03758824651784011,
4052,1712658,/m/05qdwy,Alien Hunter,2003,,91.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/015w9s"": ""Television movie""}",2003,,7000000.0,,4.9,,0.09463842778095784,
4060,5305513,/m/0ddmhm,Critical Condition,1987-01,20240502.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",1987,0.0072712343178481,14000000.0,6240502.0,5.75,0.41264559068219636,0.27647395535203206,0.3445597730171142
4063,2763233,/m/0818hw,"Happy, Texas",1999-10-01,1955933.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3mz5"": ""Comedy of Errors""}",1999,0.0006994060162141,1700000.0,255933.0,5.9,0.2967276760953966,0.32531959549704254,0.31102363579621956
4092,1232511,/m/04km9l,Sugar & Spice,2001-01-26,16908947.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action"", ""/m/02b5_l"": ""Teen""}",2001,0.0060738089129917,11000000.0,5908947.0,5.7,0.4070992789794787,0.2639763403930548,0.33553780968626673
4094,2311219,/m/072x7s,Munich,2005-12-23,130358911.0,164.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/064_8sq"": ""French Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/0349s"": ""Greek Language"", ""/m/06b_j"": ""Russian Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/01f9r0"": ""Docudrama"", ""/m/01z02hx"": ""Sports"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/02qfv5d"": ""Political thriller"", ""/m/0bkbm"": ""Spy"", ""/m/03mqtr"": ""Political drama"", ""/m/01xpvb7"": ""Airplanes and airports""}",2005,0.0468499236923201,70000000.0,60358911.0,7.25,0.7290626733222407,0.8509826369013547,0.7900226551117977
4109,177740,/m/0183wq,A Patch of Blue,1965,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/060__y"": ""Film adaptation""}",1965,,800000.0,,7.8,,0.9630795649685174,
4119,3007634,/m/08k6b4,Dillinger,1973,2000000.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/017fp"": ""Biography"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1973,0.0007152445496665,1000000.0,1000000.0,6.800000000000001,0.3178036605657238,0.7025376836481587,0.5101706721069412
4123,76335,/m/0k45b,The Searchers,1956-03-13,9800000.0,119.0,"{""/m/06nm1"": ""Spanish Language"", ""/m/02h40lc"": ""English Language"", ""/m/017yph"": ""Navajo Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04cb4x"": ""Revisionist Western"", ""/m/0hfjk"": ""Western"", ""/m/0253g1"": ""Epic Western"", ""/m/07s9rl0"": ""Drama""}",1956,0.0035187156488619,3750000.0,6050000.0,7.749938879664246,0.4101497504159734,0.9524899828277046,0.681319866621839
4128,561315,/m/02q52q,The Wizard of Oz,1939-08-12,3017000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/08kh3l"": ""Star vehicle"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film""}",1939,0.001080774050677,2777000.0,240000.0,7.75,0.2947864669994454,0.9559244419004007,0.625355454449923
4179,26342915,/m/0bbzkgx,Touching Home,2008-04-29,116353.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2008,3.822532843752968e-05,2000000.0,-1883647.0,5.75,0.24265113699389906,0.27647395535203206,0.2595625461729656
4198,26717073,/m/0bmch_x,Unknown,2011-02-16,136123083.0,111.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/02hwyss"": ""Turkish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/0f8l9c"": ""France"", ""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/09blyk"": ""Psychological thriller""}",2011,0.0489216787708831,30000000.0,106123083.0,6.65,0.831946755407654,0.6349933218851365,0.7334700386463953
4201,143259,/m/0122r8,Santa Claus Conquers the Martians,1964-11-14,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0219x_"": ""Indie""}",1964,,200000.0,,3.1000000000000005,,0.010112573936271704,
4226,369682,/m/0209xj,Lost in Translation,2003-08-29,119723856.0,104.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0219x_"": ""Indie"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2003,0.0430274789063132,4000000.0,115723856.0,7.5,0.846089850249584,0.9109902690326274,0.8785400596411057
4236,9415710,/m/0287z_j,Tank Girl,1995-03-31,4064495.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",1995,0.0014572640454272,25000000.0,-20935505.0,5.45,0.059900166389351084,0.1999618393436367,0.1299310028664939
4237,1056686,/m/0426cx,Cat People,1942,4000000.0,73.0,"{""/m/01wgr"": ""Czech Language"", ""/m/02h40lc"": ""English Language"", ""/m/0k0sb"": ""Serbian language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02xh1"": ""Film noir""}",1942,0.0014340832930499,134000.0,3866000.0,7.050000000000001,0.37631724902939545,0.7907842014882656,0.5835507252588306
4253,4727,/m/01hpp,Batman,1966-07-30,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0lf45"": ""Camp"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",1966,,1377800.0,,6.8,,0.6942377408891433,
4257,3681867,/m/09v54x,Annapolis,2006,17496992.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01cgz"": ""Boxing""}",2006,0.0062851636774181,26000000.0,-8503008.0,5.9,0.14891846921797006,0.32531959549704254,0.2371190323575063
4270,1041202,/m/040tbq,Wide Awake,1998-03-20,282175.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy""}",1998,9.782496749019435e-05,6000000.0,-5717825.0,5.5,0.1860787576261786,0.20988360999809197,0.19798118381213528
4302,2295405,/m/071nw5,Little Children,2006-09-01,14821658.0,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama""}",2006,0.0053235968120726,26000000.0,-11178342.0,7.2,0.11952301719356628,0.8384850219423774,0.47900401956797184
4337,3077365,/m/08pvtb,The Final Sacrifice,1990,,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",1990,,1500.0,,2.45,,0.0018126311772562488,
4338,2685725,/m/07xxt4,Sinbad and the Eye of the Tiger,1977-07-15,,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/06qln"": ""Stop motion"", ""/m/04xvh5"": ""Costume drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hh_j8m"": ""Mythological Fantasy""}",1977,,3500000.0,,6.35,,0.5079183361953825,
4352,1278961,/m/04pmnt,The New World,2005-12-25,30536013.0,136.0,"{""/m/021s0r"": ""Algonquin Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/03g3w"": ""History"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2005,0.0109716404127133,30000000.0,536013.0,6.550000000000001,0.30421519689406545,0.6009349360809005,0.452575066487483
4359,27995999,/m/0ch1_pm,Girl Walks into a Bar,2011-03-07,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy""}",2011,,1000000.0,,5.35,,0.1728677733257012,
4360,887457,/m/03lx3k,40 Days and 40 Nights,2002-03-01,95146283.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2002,0.0341938230609458,17000000.0,78146283.0,5.4,0.7798114254021076,0.18441137187559625,0.4821113986388519
4443,20370386,/m/04z_tyl,Bronson,2008-10,2260712.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/017fp"": ""Biography"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/0d1w9"": ""Prison""}",2008,0.000808949492899,230000.0,2030712.0,6.95,0.34359400998336104,0.7516695287158939,0.5476317693496274
4453,4440277,/m/0c2jgd,Highlander,1986-01,12885193.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/04pbhw"": ""Superhero movie""}",1986,0.0046275937784696,16000000.0,-3114807.0,6.9,0.22102052135330005,0.7323029956115246,0.4766617584824123
4483,8055976,/m/026pzbg,Miami Rhapsody,1995-01-27,5221281.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy""}",1995,0.001873035342729,6.0,5221275.0,5.5,0.3968386023294509,0.20988360999809197,0.30336110616377143
4540,3978163,/m/0b9qwr,Failure to Launch,2006-03-10,128406887.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",2006,0.0461483284527129,50000000.0,78406887.0,5.6,0.7803660565723793,0.2346880366342301,0.5075270466033047
4546,25741513,/m/09ryp6r,Hidden,2009-04-03,,95.0,"{""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",2009,,2215773.0,,6.699999999999999,,0.6505437893531769,
4555,8929476,/m/027q2sx,Stargate: Continuum,2008-07,8055900.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/06n90"": ""Science Fiction"", ""/m/0cq23f0"": ""Sci-Fi Adventure"", ""/m/03k9fj"": ""Adventure""}",2008,0.0028918523226944,7000000.0,1055900.0,7.1,0.319744869661675,0.8031864148063347,0.5614656422340049
4571,26890990,/m/0bmfdbk,Heartbreaker,2010-03-17,,104.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/06nm1"": ""Spanish Language"", ""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/03_9r"": ""Japanese Language""}","{""/m/0f8l9c"": ""France"", ""/m/04w58"": ""Monaco""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2010,,8700000.0,,6.85,,0.7153215035298607,
4599,14170318,/m/03cwr4d,Macabre,1958,5000000.0,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1958,0.0017935026647416,90000.0,4910000.0,5.9,0.3929561841375485,0.32531959549704254,0.35913788981729555
4621,5638547,/m/0dxn56,Out of Reach,2004,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action""}",2004,,20000000.0,,4.0,,0.030910131654264452,
4628,23652051,/m/047d21r,The Fighter,2010-12-10,129190869.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/03bxz7"": ""Biographical film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/01cgz"": ""Boxing""}",2010,0.0464301067705706,25000000.0,104190869.0,7.5,0.8275097060454798,0.9109902690326274,0.8692499875390536
4644,27693775,/m/0c3_662,The Dilemma,2011-01-13,,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2011,,70000000.0,,5.25,,0.14930356802136996,
4660,1102282,/m/046488,Hotel Rwanda,2004-09-11,33882243.0,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa"", ""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/01f9r0"": ""Docudrama"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03mqtr"": ""Political drama""}",2004,0.0121743402968493,17500000.0,16382243.0,7.8,0.516916250693289,0.9630795649685174,0.7399979078309031
4679,23594997,/m/06znpjr,Gulliver's Travels,2010-12-22,237382724.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",2010,0.0853163553168324,112000000.0,125382724.0,4.9,0.8585690515806988,0.09463842778095784,0.47660373968082836
4685,14790659,/m/03gy1gr,My Best Friend's Girl,2008-09-16,41622502.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",2008,0.0149563393233605,20000000.0,21622502.0,5.600372824303884,0.557681641708264,0.24003052852509063,0.3988560851166773
4697,11697273,/m/02rpbhg,Stuck,2007-05-21,146154.0,85.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01z4y"": ""Comedy""}",2007,4.893638513331468e-05,5000000.0,-4853846.0,6.300187373882963,0.19689406544647808,0.4957069261591299,0.346300495802804
4703,17365387,/m/043lfrj,A Perfect Getaway,2009-08-06,22852638.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01585b"": ""Slasher""}",2009,0.0082100865977414,14000000.0,8852638.0,6.35,0.4417637271214642,0.5079183361953825,0.4748410316584234
4704,3671998,/m/09tm6h,Raising Cain,1992,37170057.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",1992,0.0133560443389685,12000000.0,25170057.0,6.0,0.5815307820299501,0.3644342682694142,0.4729825251496822
4745,2571604,/m/07ntww,The Exorcism of Emily Rose,2005-09-01,144216468.0,121.0,"{""/m/0349s"": ""Greek Language"", ""/m/0ycv"": ""Aramaic language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/07s9rl0"": ""Drama"", ""/m/05bh16v"": ""Courtroom Drama""}",2005,0.0518305981224423,19000000.0,125216468.0,6.5,0.8574597892401553,0.5731730585766075,0.7153164239083813
4746,18456072,/m/04f31_j,Bloodhounds of Broadway,1989-11-03,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation""}",1989,,4000000.0,,5.449999999999999,,0.19433314253005152,
4752,15726696,/m/0cpllql,Star Wars: The Clone Wars,2008-08-10,68282844.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",2008,0.0245385826940869,8500000.0,59782844.0,6.633658707376911,0.7265668330560178,0.6254531577943141,0.6760099954251659
4787,18158404,/m/04cst40,Dr. Horrible's Sing-Along Blog,2008,,43.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04t36"": ""Musical"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy"", ""/m/04pbhw"": ""Superhero movie""}",2008,,200000.0,,8.1,,0.9868345735546652,
4788,5375472,/m/0dj0m5,Christopher Columbus: The Discovery,1992-08-21,,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/03k9fj"": ""Adventure"", ""/m/03g3w"": ""History"", ""/m/02p0szs"": ""Historical fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n6f"": ""Historical Epic""}",1992,,40000000.0,,4.35,,0.049322648349551614,
4790,534778,/m/02mkys,Child's Play 3,1991,20560255.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0fdjb"": ""Supernatural"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/01z4y"": ""Comedy""}",1991,0.0073861597402046,13000000.0,7560255.0,5.35,0.4295618413754853,0.1728677733257012,0.30121480735059325
